lat;lon
55.75732811;37.63176509
55.75673268;37.63092407
55.75702717;37.63186197
55.75299870;37.63320674
55.75307131;37.63356616
55.75699088;37.63079068
55.75413168;37.63495823
55.75664741;37.62946226
55.65532695;37.53922044
55.66013368;37.75269552
55.66003361;37.75175674
55.54501919;37.54165112
55.57027257;37.57638492
55.57009628;37.57706620
55.53771224;37.51502684
55.65310984;37.61799526
55.65318567;37.62064528
55.65628478;37.54023432
55.65818462;37.54105779
55.63460757;37.65711852
55.63509859;37.65756913
55.63672866;37.65525170
55.65763266;37.54168543
55.63694410;37.65607246
55.65982796;37.75307639
55.77341410;37.54446783
55.77403397;37.54453757
55.77329557;37.54863800
55.77437472;37.54923982
55.77538368;37.58271687
55.77726212;37.58218133
55.77748948;37.58570378
55.64186175;37.52538305
55.64147340;37.52585512
55.64383467;37.52675980
55.74291338;37.56475262
55.74382148;37.56718836
55.74371255;37.56758533
55.75622934;37.63003839
55.75685855;37.63122392
55.65562114;37.53840505
55.65658806;37.53941893
55.83913999;37.48741308
55.81988256;37.49661570
55.82008434;37.49790316
55.84839268;37.59047727
55.84057845;37.48629632
55.81816793;37.49798349
55.81843428;37.49902955
55.81776435;37.49954453
55.72567202;37.68499577
55.69065639;37.75632435
55.83642084;37.38144795
55.83464658;37.38336305
55.70932337;37.55763566
55.71164435;37.56140345
55.71183155;37.56096893
55.70879694;37.55719578
55.71574531;37.81902166
55.71639032;37.81747671
55.79052974;37.55648577
55.78898359;37.55998856
55.80788557;37.58023414
55.80809704;37.58137676
55.72899503;37.62282827
55.61090192;37.71640240
55.64344027;37.52722114
55.88410859;37.60471688
55.88422050;37.60164876
55.88362259;37.60537939
55.75226513;37.60905279
55.63232443;37.74346662
55.63411641;37.74455512
55.84380015;37.63755349
55.65318567;37.62064528
55.82244971;37.64162152
55.81962711;37.64069347
55.81996839;37.63961523
55.84594305;37.63839034
55.84633597;37.63881949
55.82028;37.63995318
55.72457084;37.68775752
55.69125874;37.75089306
55.61029768;37.71812706
55.819972;37.641058
55.69104360;37.75164408
55.69072305;37.75529438
55.61022480;37.71676450
55.60992414;37.71755307
55.61158722;37.72086138
55.80775868;37.58067402
55.80818465;37.58190784
55.71782617;37.67616329
55.61351567;37.74550720
55.61344888;37.74419828
55.78782611;37.77982399
55.78793527;37.78335578
55.63437184;37.51899621
55.63222411;37.51945262
55.63464248;37.51991353
55.63395989;37.51993614
55.63384514;37.52052623
55.61418222;37.74611400
55.61362424;37.74616518
55.61365461;37.74676063
55.61422787;37.74661579
55.61344207;37.74230280
